Timestamp,Voltage,Resistance,Weight_1,Weight_2,Weight_3
2024-02-22 19:21:49.858940,4.202940763573108,1967.810832822141,500.562521697142,435.54778776827044,342.5938983659528
2024-02-22 19:21:50.869284,4.209878475295266,1948.0883581733654,507.7421390052972,441.3638072525718,347.88735335343716
2024-02-22 19:21:51.879608,4.2134410840174565,1937.9858403145533,511.48794043942723,444.40271505680494,350.6549099740832
2024-02-22 19:21:52.889918,4.219253761406293,1921.5394106172057,517.687399546532,449.4390042839477,355.24402391481317
2024-02-22 19:21:53.900353,4.223753898739586,1908.8377793531163,522.5633038330272,453.4059543462016,358.8609421892884
2024-02-22 19:21:54.913331,4.224691427350688,1906.1950121036953,523.5876353442741,454.2399870564149,359.6216265240845
2024-02-22 19:21:55.926399,4.227504013183997,1898.2737433561736,526.678461040327,456.7579751478177,361.918683579244
2024-02-22 19:21:56.939926,4.230691610461745,1889.309037703688,530.2140520235378,459.64081465653095,364.549518268392
2024-02-22 19:21:57.952971,4.23219165623951,1885.0950253736332,531.8899943449895,461.00827384248976,365.7977887785016
2024-02-22 19:21:58.963280,4.231254127628407,1887.728432939302,530.8416153946757,460.15279503001653,365.01684789973365
2024-02-22 19:21:59.973582,4.227879024628438,1897.218370485556,527.0926038942156,457.0955190762759,362.2266692672321
2024-02-22 19:22:00.983898,4.237066805017243,1871.4200919462032,537.3911834271737,465.50108575507585,369.9005711965659
2024-02-22 19:22:01.994218,4.238941862239448,1866.168877679848,539.5294340717877,467.2491220622447,371.4975024203406
2024-02-22 19:22:03.004638,4.241941953794977,1857.7765909785771,542.9768963523647,470.069478154536,374.0748156173951
2024-02-22 19:22:04.017631,4.239504379406109,1864.5944191821484,540.17336257362,467.77572759525697,371.97865717566026
2024-02-22 19:22:05.030709,4.239504379406109,1864.5944191821484,540.17336257362,467.77572759525697,371.97865717566026
2024-02-22 19:22:06.043713,4.242129459517197,1857.2524671900803,543.1934438113635,470.2467182054491,374.2368131613758
2024-02-22 19:22:07.056864,4.598015320291757,939.5024801283892,1417.707716732721,1246.2571514633396,1106.8166064624052
2024-02-22 19:22:08.070300,4.606828089236123,918.5754331762919,1463.1495216692815,1289.1641662534207,1148.2749105657385
2024-02-22 19:22:09.083309,4.610765709402752,909.2509075928579,1484.201860918293,1309.1131386666998,1167.5755559072356
2024-02-22 19:22:10.096339,4.608703146458327,914.1331957243315,1473.115133710078,1298.601922798621,1157.4039782053708
2024-02-22 19:22:11.109432,4.61001568651387,911.0257796188215,1480.1550971644156,1305.2750145623747,1163.860943019763
2024-02-22 19:22:12.122480,4.610203192236091,910.5820074717674,1481.1651501147173,1306.232838540508,1164.7878897126768
2024-02-22 19:22:13.135513,4.610578203680532,909.6945714631888,1483.1885303416407,1308.151898744089,1166.6451942649742
2024-02-22 19:22:14.148509,4.611890743736076,906.5896819689523,1490.3049153214984,1314.9046327586002,1173.1817766764013
2024-02-22 19:22:15.161575,4.612265755180517,905.7028952641821,1492.348095727625,1316.8443392804165,1175.059725085943
2024-02-22 19:22:16.174705,4.613578295236061,902.6002770862962,1499.534255703306,1323.669867326469,1181.6691053945256
2024-02-22 19:22:17.187736,4.613578295236061,902.6002770862962,1499.534255703306,1323.669867326469,1181.6691053945256
2024-02-22 19:22:18.198431,4.613203283791619,903.4865592695352,1497.475487325388,1321.7138919075494,1179.7748850505398
2024-02-22 19:22:19.208727,4.614328318124943,900.8281448944832,1503.6652588793966,1327.595881119306,1185.4716144484598
2024-02-22 19:22:20.219026,4.613203283791619,903.4865592695352,1497.475487325388,1321.7138919075494,1179.7748850505398
2024-02-22 19:22:21.229318,4.611328226569414,907.9201324648611,1487.2484343688086,1312.0037199812357,1170.373501079539
2024-02-22 19:22:22.239695,4.613953306680502,901.7141389729888,1501.597508330487,1325.6305252799348,1183.5680099545236
2024-02-22 19:22:23.252756,4.615078341013825,899.0565887014324,1507.814308701221,1331.5407481820457,1189.2929864443465
2024-02-22 19:22:24.265634,4.616015869624928,896.842953030641,1513.0261674348042,1336.4985335772544,1194.0964211626565
2024-02-22 19:22:25.278585,4.70226850184637,696.964662959898,2151.4638329265476,1962.4499312418343,1807.209844901317
2024-02-22 19:22:26.291492,4.704331064790796,692.2746947948633,2171.783298162343,1982.9318869858919,1827.4670091972348
2024-02-22 19:22:27.304417,4.707143650624103,685.8859073338252,2199.9932299449865,2011.4204659003462,1855.661045619589
2024-02-22 19:22:28.317324,4.709018707846309,681.6309555510203,2219.128941935733,2030.7800747259678,1874.832394133353
2024-02-22 19:22:29.330329,4.70939371929075,680.7803717832584,2222.98823530802,2034.6879234598932,1878.7033994750916
2024-02-22 19:22:30.343308,4.709768730735191,679.9299234695577,2226.858343932532,2038.6078665544405,1882.5867742301746
2024-02-22 19:22:31.356316,4.700393444624165,701.231842097827,2133.2554877196526,1944.123346798007,1789.0937396791337
2024-02-22 19:22:32.369275,4.711081270790735,676.9544206053068,2240.489510336333,2052.4236554380336,1896.2767746561128
2024-02-22 19:22:33.382140,4.711831293679617,675.2548775402256,2248.339175858382,2060.3860523883204,1904.1688585505397
2024-02-22 19:22:34.395016,4.71276882229072,673.1312094258102,2258.2137123547636,2070.409038264807,1914.1055919538217
2024-02-22 19:22:35.407891,4.713331339457381,671.85741407918,2264.1720080144487,2076.4604783424625,1920.106169747031
2024-02-22 19:22:36.420788,4.714456373790704,669.3107353024042,2276.164843024293,2088.648920029063,1932.1949280156912
2024-02-22 19:22:37.433675,4.714643879512924,668.8864070039924,2278.173597995085,2090.6914980152355,1934.221160492065
